2021-04-23 09:47:18.020796,48209.82
2021-04-23 09:47:18.152672,48209.82
2021-04-23 09:47:18.350346,48209.82
2021-04-23 09:47:18.527666,48223.63
2021-04-23 09:47:18.708132,48223.63
2021-04-23 09:47:18.885966,48223.63
2021-04-23 09:47:19.078825,48223.63
2021-04-23 09:47:19.262660,48223.63
2021-04-23 09:47:19.454735,48223.63
2021-04-23 09:47:19.642998,48223.63
2021-04-23 09:47:19.834325,48223.63
2021-04-23 09:47:20.033435,48244.81
2021-04-23 09:47:20.208052,48244.81
2021-04-23 09:47:20.348682,48244.81
2021-04-23 09:47:20.527408,48244.81
2021-04-23 09:47:20.656526,48244.81
2021-04-23 09:47:20.832197,48244.81
2021-04-23 09:47:20.969364,48244.81
2021-04-23 09:47:21.109536,48244.81
2021-04-23 09:47:21.295222,48244.81
2021-04-23 09:47:21.538848,48244.81
2021-04-23 09:47:21.678297,48244.81
2021-04-23 09:47:21.862640,48244.81
2021-04-23 09:47:22.012247,48244.81
2021-04-23 09:47:22.195521,48244.81
2021-04-23 09:47:22.391565,48244.81
2021-04-23 09:47:22.520770,48244.81
2021-04-23 09:47:22.710210,48244.81
2021-04-23 09:47:22.834176,48244.81
2021-04-23 09:47:22.976034,48244.81
2021-04-23 09:47:23.152744,48244.81
2021-04-23 09:47:23.277920,48244.81
2021-04-23 09:47:23.467610,48244.81
2021-04-23 09:47:23.593346,48244.81
2021-04-23 09:47:23.831682,48244.81
2021-04-23 09:47:23.958708,48244.81
2021-04-23 09:47:24.134767,48244.81
2021-04-23 09:47:24.321993,48244.81
2021-04-23 09:47:24.509400,48244.81
2021-04-23 09:47:24.701643,48204.18
2021-04-23 09:47:24.882767,48204.18
2021-04-23 09:47:25.023047,48204.18
2021-04-23 09:47:25.153804,48204.18
2021-04-23 09:47:25.330078,48204.18
2021-04-23 09:47:25.504828,48204.18
2021-04-23 09:47:25.682148,48194.5
2021-04-23 09:47:25.864338,48194.5
2021-04-23 09:47:26.063411,48194.5
2021-04-23 09:47:26.257961,48194.5
2021-04-23 09:47:26.438084,48194.5
2021-04-23 09:47:26.619988,48194.5
2021-04-23 09:47:26.805606,48194.5
2021-04-23 09:47:26.932359,48194.5
2021-04-23 09:47:27.059223,48194.5
2021-04-23 09:47:27.186692,48194.5
2021-04-23 09:47:27.363262,48194.5
2021-04-23 09:47:27.489685,48194.5
2021-04-23 09:47:27.665440,48194.5
2021-04-23 09:47:27.857593,48194.5
2021-04-23 09:47:28.048541,48194.5
2021-04-23 09:47:28.230216,48201.0
2021-04-23 09:47:28.416701,48201.0
2021-04-23 09:47:28.603533,48201.0
2021-04-23 09:47:28.790649,48201.0
2021-04-23 09:47:28.978444,48201.0
2021-04-23 09:47:29.172033,48201.0
2021-04-23 09:47:29.346633,48201.0
2021-04-23 09:47:29.541699,48201.0
2021-04-23 09:47:29.732617,48201.0
2021-04-23 09:47:29.870828,48204.54
2021-04-23 09:47:30.062698,48204.54
2021-04-23 09:47:30.202965,48204.54
2021-04-23 09:47:30.410768,48204.54
2021-04-23 09:47:30.549512,48204.54
2021-04-23 09:47:30.676244,48204.54
2021-04-23 09:47:30.869974,48204.54
2021-04-23 09:47:31.064754,48204.54
2021-04-23 09:47:31.204685,48204.54
2021-04-23 09:47:31.388385,48204.54
2021-04-23 09:47:31.570640,48204.54
2021-04-23 09:47:31.749961,48204.54
2021-04-23 09:47:31.936965,48204.54
2021-04-23 09:47:32.064623,48204.54
2021-04-23 09:47:32.256538,48204.54
2021-04-23 09:47:32.382712,48193.98
2021-04-23 09:47:32.523248,48193.98
2021-04-23 09:47:32.700551,48193.98
2021-04-23 09:47:32.891206,48193.98
2021-04-23 09:47:33.076727,48193.98
2021-04-23 09:47:33.270552,48193.98
2021-04-23 09:47:33.408467,48193.98
2021-04-23 09:47:33.587671,48193.98
2021-04-23 09:47:33.725111,48193.98
2021-04-23 09:47:33.898410,48193.98
2021-04-23 09:47:34.030810,48193.98
2021-04-23 09:47:34.171559,48193.98
2021-04-23 09:47:34.298744,48193.98
2021-04-23 09:47:34.424975,48193.98
2021-04-23 09:47:34.606520,48193.98
2021-04-23 09:47:34.791560,48193.98
2021-04-23 09:47:34.980982,48193.98
2021-04-23 09:47:35.119358,48193.98
2021-04-23 09:47:35.300614,48193.98
2021-04-23 09:47:35.492511,48193.98
2021-04-23 09:47:35.673667,48193.98
2021-04-23 09:47:35.814233,48193.98
2021-04-23 09:47:36.000832,48193.98
2021-04-23 09:47:36.145343,48193.98
2021-04-23 09:47:36.325573,48193.98
2021-04-23 09:47:36.465178,48182.06
2021-04-23 09:47:36.602570,48182.06
2021-04-23 09:47:36.776626,48182.06
2021-04-23 09:47:36.914846,48182.06
2021-04-23 09:47:37.055337,48182.06
2021-04-23 09:47:37.259585,48182.06
2021-04-23 09:47:37.413890,48182.06
2021-04-23 09:47:37.552577,48182.06
2021-04-23 09:47:37.745153,48182.06
2021-04-23 09:47:37.922422,48182.06
2021-04-23 09:47:38.047880,48182.06
2021-04-23 09:47:38.221817,48182.06
